date,value
2018-08-16,8.8550
2018-08-17,8.8150
2018-08-20,8.8175
2018-08-21,8.7450
2018-08-22,8.5825
2018-08-23,8.4200
2018-08-24,8.4200
2018-08-27,8.3475
2018-08-28,8.2305
2018-08-29,8.2835
2018-08-30,8.2670
2018-08-31,8.4140
2018-09-04,8.4425
2018-09-05,8.3800
2018-09-06,8.3925
2018-09-07,8.4400
2018-09-10,8.4525
2018-09-11,8.3175
2018-09-12,8.4000
2018-09-13,8.3325
2018-09-14,8.3050
2018-09-17,8.2350
2018-09-18,8.1400
2018-09-19,8.3000
2018-09-20,8.5025
2018-09-21,8.4725
2018-09-24,8.4100
2018-09-25,8.4575
2018-09-26,8.5000
2018-09-27,8.5500
2018-09-28,8.4550
2018-10-01,8.5775
2018-10-02,8.6600
2018-10-03,8.6150
2018-10-04,8.5925
2018-10-05,8.6900
2018-10-08,8.6975
2018-10-09,8.6300
2018-10-10,8.5225
2018-10-11,8.5825
2018-10-12,8.6750
2018-10-15,8.9150
2018-10-16,8.8475
2018-10-17,8.8575
2018-10-18,8.6350
2018-10-19,8.5675
2018-10-22,8.5850
2018-10-23,8.5750
2018-10-24,8.5025
2018-10-25,8.4175
2018-10-26,8.4755
2018-10-29,8.4430
2018-10-30,8.4160
2018-10-31,8.4920
2018-11-01,8.8200
2018-11-02,8.8775
2018-11-05,8.8575
2018-11-06,8.8425
2018-11-07,8.7950
2018-11-08,8.7900
2018-11-09,8.8675
2018-11-12,8.8325
2018-11-13,8.7825
2018-11-14,8.8350
2018-11-15,8.8875
2018-11-16,8.9225
2018-11-19,8.7375
2018-11-20,8.8100
2018-11-21,8.8300
2018-11-23,8.8100
2018-11-26,8.6225
2018-11-27,8.7550
2018-11-28,8.9050
2018-11-29,8.8725
2018-11-30,8.9475
2018-12-03,9.0575
2018-12-04,9.1175
2018-12-05,9.1350
2018-12-06,9.0950
2018-12-07,9.1675
2018-12-10,9.0975
2018-12-11,9.1500
2018-12-12,9.2000
2018-12-13,9.0700
2018-12-14,9.0050
2018-12-17,9.0475
2018-12-18,9.0775
2018-12-19,9.0000
2018-12-20,8.9350
2018-12-21,8.8475
2018-12-24,8.8400
2018-12-26,8.7260
2018-12-27,8.7440
2018-12-28,8.9040
2018-12-31,8.9250
2019-01-02,9.0700
2019-01-03,9.1275
2019-01-04,9.2150
2019-01-07,9.2425
2019-01-08,9.1850
2019-01-09,9.2400
2019-01-10,9.0675
2019-01-11,9.1025
2019-01-14,9.0350
2019-01-15,8.9325
2019-01-16,8.9450
2019-01-17,9.0775
2019-01-18,9.1675
2019-01-22,9.0925
2019-01-23,9.1500
2019-01-24,9.1600
2019-01-25,9.2525
2019-01-28,9.2325
2019-01-29,9.1900
2019-01-30,9.2100
2019-01-31,9.1525
2019-02-01,9.1775
2019-02-04,9.1850
2019-02-05,9.2025
2019-02-06,9.2175
2019-02-07,9.1325
2019-02-08,9.1450
2019-02-11,9.0500
2019-02-12,9.1750
2019-02-13,9.1650
2019-02-14,9.0350
2019-02-15,9.0750
2019-02-19,9.0075
2019-02-20,9.0250
2019-02-21,9.1100
2019-02-22,9.1025
2019-02-25,9.1440
2019-02-26,9.0905
2019-02-27,9.1145
2019-02-28,9.0770
2019-03-01,9.1150
2019-03-04,9.1600
2019-03-05,9.1375
2019-03-06,9.0200
2019-03-07,9.0250
2019-03-08,8.9575
2019-03-11,8.9000
2019-03-12,8.9700
2019-03-13,9.0100
2019-03-14,8.9850
2019-03-15,9.0925
2019-03-18,9.0575
2019-03-19,9.0400
2019-03-20,9.0600
2019-03-21,9.1050
2019-03-22,9.0375
2019-03-25,9.0650
2019-03-26,9.0075
2019-03-27,8.8750
2019-03-28,8.8950
2019-03-29,8.8425
2019-04-01,8.9550
2019-04-02,9.0000
2019-04-03,8.9875
2019-04-04,9.0650
2019-04-05,8.9900
2019-04-08,8.9875
2019-04-09,8.9875
2019-04-10,9.0200
2019-04-11,8.9525
2019-04-12,8.9525
2019-04-15,8.9875
2019-04-16,8.8800
2019-04-17,8.7900
2019-04-18,8.8050
2019-04-22,8.7700
2019-04-23,8.6200
2019-04-24,8.5525
2019-04-25,8.6195
2019-04-26,8.5905
2019-04-29,8.5545
2019-04-30,8.5145
2019-05-01,8.5175
2019-05-02,8.4325
2019-05-03,8.4225
2019-05-06,8.3025
2019-05-07,8.3075
2019-05-08,8.2725
2019-05-09,8.1275
2019-05-10,8.0925
2019-05-13,8.0250
2019-05-14,8.3150
2019-05-15,8.3550
2019-05-16,8.3975
2019-05-17,8.2175
2019-05-20,8.3175
2019-05-21,8.2200
2019-05-22,8.2850
2019-05-23,8.2150
2019-05-24,8.2975
2019-05-28,8.5600
2019-05-29,8.7200
2019-05-30,8.8900
2019-05-31,8.7775
2019-06-03,8.7900
2019-06-04,8.8175
2019-06-05,8.6975
2019-06-06,8.6875
2019-06-07,8.5625
2019-06-10,8.5850
2019-06-11,8.5925
2019-06-12,8.7800
2019-06-13,8.8800
2019-06-14,8.9675
2019-06-17,9.1275
2019-06-18,9.1350
2019-06-19,9.0325
2019-06-20,9.1550
2019-06-21,9.0275
2019-06-24,9.0900
2019-06-25,9.0455
2019-06-26,8.9645
2019-06-27,8.9135
2019-06-28,9.0355
2019-07-01,8.8975
2019-07-02,8.7975
2019-07-03,8.8975
2019-07-05,8.7600
2019-07-08,8.7900
2019-07-09,8.8600
2019-07-10,8.9450
2019-07-11,8.9900
2019-07-12,9.1325
2019-07-15,9.0175
2019-07-16,8.8775
2019-07-17,8.8250
2019-07-18,8.8125
2019-07-19,9.0150
2019-07-22,8.8825
2019-07-23,8.8575
2019-07-24,8.9100
2019-07-25,8.8250
2019-07-26,8.8435
2019-07-29,8.8805
2019-07-30,8.8205
2019-07-31,8.6800
2019-08-01,8.5275
2019-08-02,8.5575
2019-08-05,8.5600
2019-08-06,8.5300
2019-08-07,8.5400
2019-08-08,8.7025
2019-08-09,8.7900
2019-08-12,8.6675
2019-08-13,8.7625
2019-08-14,8.6550
2019-08-15,8.5800
2019-08-16,8.6725
2019-08-19,8.5400
2019-08-20,8.5575
2019-08-21,8.6050
2019-08-22,8.5600
2019-08-23,8.4325
2019-08-26,8.5375
2019-08-27,8.4885
2019-08-28,8.5795
2019-08-29,8.6360
2019-08-30,8.6660
2019-09-03,8.6850
2019-09-04,8.7550
2019-09-05,8.6150
2019-09-06,8.5775
2019-09-09,8.5775
2019-09-10,8.7200
2019-09-11,8.6650
2019-09-12,8.9550
2019-09-13,8.9875
2019-09-16,9.0000
2019-09-17,8.9375
2019-09-18,8.8875
2019-09-19,8.9300
2019-09-20,8.8275
2019-09-23,8.9250
2019-09-24,8.9425
2019-09-25,8.8925
2019-09-26,8.8850
2019-09-27,8.8300
2019-09-30,9.0600
2019-10-01,9.1950
2019-10-02,9.1375
2019-10-03,9.1175
2019-10-04,9.1625
2019-10-07,9.1525
2019-10-08,9.2050
2019-10-09,9.2375
2019-10-10,9.2350
2019-10-11,9.3600
2019-10-14,9.4050
2019-10-15,9.3400
2019-10-16,9.2800
2019-10-17,9.3150
2019-10-18,9.3400
2019-10-21,9.3325
2019-10-22,9.3400
2019-10-23,9.3375
2019-10-24,9.3325
2019-10-25,9.2025
2019-10-28,9.2370
2019-10-29,9.2435
2019-10-30,9.2470
2019-10-31,9.2915
2019-11-01,9.3675
2019-11-04,9.3800
2019-11-05,9.3425
2019-11-06,9.2750
2019-11-07,9.3650
2019-11-08,9.3100
2019-11-11,9.1700
2019-11-12,9.1700
2019-11-13,9.1525
2019-11-14,9.1675
2019-11-15,9.1825
2019-11-18,9.1025
2019-11-19,9.1150
2019-11-20,9.0500
2019-11-21,9.0100
2019-11-22,8.9700
2019-11-25,8.9250
2019-11-26,8.8425
2019-11-27,8.8200
2019-11-29,8.7675
2019-12-02,8.7050
2019-12-03,8.7100
2019-12-04,8.7800
2019-12-05,8.8425
2019-12-06,8.8950
2019-12-09,8.9725
2019-12-10,9.0125
2019-12-11,8.9350
2019-12-12,8.9825
2019-12-13,9.0750
2019-12-16,9.2200
2019-12-17,9.2875
2019-12-18,9.2850
2019-12-19,9.2450
2019-12-20,9.2825
2019-12-23,9.3400
2019-12-24,9.3650
2019-12-26,9.3950
2019-12-27,9.3430
2019-12-30,9.4730
2019-12-31,9.5300
2020-01-02,9.5625
2020-01-03,9.4150
2020-01-06,9.4475
2020-01-07,9.4400
2020-01-08,9.4725
2020-01-09,9.4350
2020-01-10,9.4600
2020-01-13,9.4225
2020-01-14,9.4225
2020-01-15,9.2875
2020-01-16,9.2400
2020-01-17,9.2975
2020-01-21,9.1600
2020-01-22,9.1375
2020-01-23,9.0950
2020-01-24,9.0200
2020-01-27,8.9725
2020-01-28,8.9500
2020-01-29,8.9300
2020-01-30,8.7625
2020-01-31,8.7250
2020-02-03,8.7700
2020-02-04,8.7950
2020-02-05,8.8000
2020-02-06,8.8100
2020-02-07,8.8200
2020-02-10,8.8425
2020-02-11,8.8475
2020-02-12,8.9250
2020-02-13,8.9625
2020-02-14,8.9375
2020-02-18,8.9225
2020-02-19,8.9725
2020-02-20,8.9275
2020-02-21,8.9050
2020-02-24,8.7425
2020-02-25,8.8085
2020-02-26,8.8540
2020-02-27,8.9150
2020-02-28,8.9090
2020-03-02,9.0100
2020-03-03,9.0350
2020-03-04,9.0725
2020-03-05,8.9700
2020-03-06,8.9125
2020-03-09,8.7000
2020-03-10,8.7625
2020-03-11,8.7325
2020-03-12,8.5950
2020-03-13,8.4875
2020-03-16,8.2175
2020-03-17,8.2425
2020-03-18,8.2550
2020-03-19,8.4325
2020-03-20,8.6250
2020-03-23,8.8400
2020-03-24,8.8675
2020-03-25,8.8150
2020-03-26,8.8025
2020-03-27,8.8150
2020-03-30,8.8225
2020-03-31,8.8600
2020-04-01,8.6275
2020-04-02,8.5875
2020-04-03,8.5425
2020-04-06,8.5550
2020-04-07,8.5475
2020-04-08,8.5450
2020-04-09,8.6350
2020-04-13,8.5425
2020-04-14,8.4700
2020-04-15,8.4200
2020-04-16,8.3675
2020-04-17,8.3250
2020-04-20,8.2650
2020-04-21,8.3075
2020-04-22,8.3475
2020-04-23,8.3925
2020-04-24,8.3225
2020-04-27,8.3050
2020-04-28,8.2840
2020-04-29,8.3520
2020-04-30,8.5425
2020-05-01,8.4950
2020-05-04,8.3650
2020-05-05,8.3950
2020-05-06,8.3250
2020-05-07,8.4425
2020-05-08,8.5050
2020-05-11,8.5500
2020-05-12,8.5200
2020-05-13,8.3950
2020-05-14,8.3700
2020-05-15,8.3850
2020-05-18,8.4500
2020-05-19,8.4250
2020-05-20,8.4675
2020-05-21,8.3500
2020-05-22,8.3325
2020-05-26,8.4700
2020-05-27,8.4850
2020-05-28,8.4700
2020-05-29,8.4075
2020-06-01,8.4050
2020-06-02,8.5050
2020-06-03,8.5750
2020-06-04,8.6775
2020-06-05,8.6775
2020-06-08,8.6475
2020-06-09,8.6325
2020-06-10,8.6550
2020-06-11,8.6600
2020-06-12,8.7125
2020-06-15,8.6900
2020-06-16,8.6700
2020-06-17,8.7125
2020-06-18,8.7300
2020-06-19,8.7650
2020-06-22,8.7625
2020-06-23,8.7500
2020-06-24,8.7075
2020-06-25,8.6870
2020-06-26,8.6300
2020-06-29,8.6350
2020-06-30,8.7985
2020-07-01,8.9150
2020-07-02,8.9125
2020-07-06,8.9850
2020-07-07,8.9675
2020-07-08,8.9250
2020-07-09,8.9650
2020-07-10,8.8725
2020-07-13,8.7400
2020-07-14,8.7800
2020-07-15,8.8625
2020-07-16,8.9350
2020-07-17,8.9800
2020-07-20,9.0300
2020-07-21,8.9650
2020-07-22,8.9925
2020-07-23,9.0625
2020-07-24,9.0475
2020-07-27,9.0650
2020-07-28,8.9495
2020-07-29,8.8870
2020-07-30,8.8875
2020-07-31,8.9170
2020-08-03,8.9300
2020-08-04,8.7975
2020-08-05,8.7625
2020-08-06,8.7475
2020-08-07,8.6575
2020-08-10,8.7000
2020-08-11,8.7050
2020-08-12,8.8050
2020-08-13,8.9625
2020-08-14,8.9700
2020-08-17,9.1250
2020-08-18,9.1200
2020-08-19,9.1250
2020-08-20,9.0300
2020-08-21,9.0075
2020-08-24,8.9975
2020-08-25,9.1375
2020-08-26,9.2045
2020-08-27,9.3915
2020-08-28,9.5050
2020-08-31,9.5305
2020-09-01,9.5475
2020-09-02,9.6200
2020-09-03,9.6600
2020-09-04,9.6800
2020-09-08,9.7300
2020-09-09,9.7875
2020-09-10,9.7750
2020-09-11,9.9600
2020-09-14,9.9950
2020-09-15,9.9150
2020-09-16,10.1125
2020-09-17,10.2850
2020-09-18,10.4350
2020-09-21,10.2250
2020-09-22,10.1975
2020-09-23,10.1450
2020-09-24,10.0000
2020-09-25,10.0250
2020-09-28,9.9625
2020-09-29,9.9300
2020-09-30,10.2350
2020-10-01,10.2350
2020-10-02,10.2075
2020-10-05,10.2150
2020-10-06,10.4400
2020-10-07,10.5100
2020-10-08,10.5000
2020-10-09,10.6550
2020-10-12,10.3375
2020-10-13,10.4400
2020-10-14,10.5625
2020-10-15,10.6225
2020-10-16,10.5000
2020-10-19,10.5425
2020-10-20,10.6400
2020-10-21,10.7200
2020-10-22,10.7375
2020-10-23,10.8375
2020-10-26,10.8775
2020-10-27,10.8110
2020-10-28,10.5625
2020-10-29,10.5100
2020-10-30,10.5630
2020-11-02,10.5225
2020-11-03,10.6425
2020-11-04,10.8625
2020-11-05,11.0375
2020-11-06,11.0150
2020-11-09,11.1050
2020-11-10,11.4600
2020-11-11,11.5250
2020-11-12,11.4550
2020-11-13,11.4800
2020-11-16,11.5350
2020-11-17,11.6975
2020-11-18,11.7575
2020-11-19,11.7750
2020-11-20,11.8100
2020-11-23,11.9150
2020-11-24,11.9125
2020-11-25,11.8400
2020-11-27,11.9175
2020-11-30,11.6850
2020-12-01,11.6200
2020-12-02,11.5300
2020-12-03,11.6825
2020-12-04,11.6300
2020-12-07,11.5850
2020-12-08,11.4575
2020-12-09,11.5850
2020-12-10,11.5275
2020-12-11,11.6050
2020-12-14,11.6950
2020-12-15,11.8425
2020-12-16,11.8375
2020-12-17,12.0125
2020-12-18,12.2000
2020-12-21,12.4325
2020-12-22,12.4725
2020-12-23,12.5875
2020-12-24,12.6350
2020-12-28,12.5565
2020-12-29,12.9570
2020-12-30,13.0180
2020-12-31,13.1185
